Unnamed: 0.1,Hsc 40,Hsc 40.1,Height_column1,Height_column2,Index_column3,Index_column4
CEB_12_6_Hos,352.0,352.0,6374.96,6374.96,4530.0,4530.0
CEB_12_7_Hos,272.0,288.0,12706.91,12706.91,3642.0,3822.0
CEB_12_8_Hos,256.0,276.0,7641.35,8907.74,3495.0,3724.0
CEB_12_9_Hos,280.0,328.0,16506.09,8907.74,3781.0,4330.0
CEB_12_10_Hos,296.0,312.0,7641.35,5108.57,3925.0,4105.0
CEB_12_11_Hos,252.0,280.0,22838.04,17772.48,3391.0,3703.0
CEB_12_12_Hos,248.0,276.0,27903.61,20305.26,3339.0,3650.0
CEB_12_13_Hos,300.0,300.0,43.0,43.0,3926.0,3926.0
CEB_12_14_Hos,296.0,356.0,15239.7,5108.57,3872.0,4547.0
CEB_12_15_Hos,268.0,348.0,12706.91,3842.17,3559.0,4459.0
CEB_12_16_Hos,328.0,344.0,7641.35,3842.17,4240.0,4421.0
CEB_12_17_Hos,236.0,316.0,21571.65,6374.96,3243.0,4144.0
CEB_12_18_Hos,292.0,312.0,11440.52,8907.74,3831.0,4056.0
CEB_12_19_Hos,292.0,296.0,13973.3,10174.13,3820.0,3874.0
CEB_12_21_Hos,284.0,300.0,12706.91,15239.7,3693.0,3871.0
CEB_12_22_Hos,320.0,332.0,8907.74,6374.96,4089.0,4222.0
CEB_12_23_Hos,296.0,300.0,11440.52,8907.74,3876.0,3922.0
CEB_12_24_Hos,296.0,300.0,2575.78,10174.13,3858.0,3902.0
CEB_12_25_Hos,248.0,300.0,24104.43,8907.74,3348.0,3927.0
CEB_12_26_Hos,264.0,312.0,19038.87,7641.35,3511.0,4046.0
CEB_12_27_Hos,324.0,324.0,7641.35,7641.35,4143.0,4143.0
CEB_12_28_Hos,248.0,264.0,20305.26,17772.48,3279.0,3453.0
CEB_12_29_Hos,320.0,320.0,8907.74,8907.74,4082.0,4082.0
CEB_12_30_Hos,304.0,312.0,5108.57,2575.78,3901.0,3989.0
CEB_12_31_Hos,248.0,300.0,19038.87,6374.96,3315.0,3893.0
CEB_12_32_Hos,300.0,312.0,7641.35,6374.96,3917.0,4052.0
POP,,,,,,
ROM_12_1_Hos,284.0,316.0,2575.78,1309.39,3980.0,4361.0
ROM_12_4_Hos,248.0,320.0,2575.78,43.0,3490.0,4332.0
ROM_12_5_Hos,236.0,320.0,21571.65,2575.78,3305.0,4277.0
ROM_12_6_Hos,308.0,308.0,3842.17,3842.17,4146.0,4146.0
ROM_12_8_Hos,268.0,300.0,43.0,29170.0,3703.0,4078.0
ROM_12_9_Hos,292.0,356.0,6374.96,2575.78,4020.0,4776.0
ROM_12_15_Hos,236.0,248.0,5108.57,3842.17,3275.0,3415.0
ROM_12_33_Hos,260.0,260.0,1309.39,1309.39,3600.0,3600.0
ROM_12_34_Hos,296.0,296.0,5108.57,5108.57,3971.0,3971.0
POP,,,,,,
A_ELN_12_1_Hos,272.0,272.0,3842.17,3842.17,3824.0,3824.0
A_ELN_12_2_Hos,240.0,300.0,7641.35,2575.78,3378.0,4077.0
A_ELN_12_3_Hos,240.0,292.0,3842.17,1309.39,3345.0,3936.0
A_ELN_12_4_Hos,256.0,264.0,3842.17,3842.17,3522.0,3613.0
A_ELN_12_5_Hos,240.0,320.0,26637.22,5108.57,3367.0,4280.0
A_ELN_12_6_Hos,272.0,308.0,7641.35,3842.17,3688.0,4096.0
A_ELN_12_8_Hos,272.0,288.0,1309.39,43.0,3688.0,3870.0
A_ELN_12_9_Hos,332.0,332.0,6374.96,6374.96,4424.0,4424.0
A_ELN_12_10_Hos,260.0,276.0,5108.57,3842.17,3553.0,3735.0
A_ELN_12_11_Hos,288.0,292.0,43.0,3842.17,3841.0,3886.0
A_ELN_12_12_Hos,244.0,244.0,43.0,43.0,3367.0,3367.0
A_ELN_12_13_Hos,244.0,244.0,43.0,43.0,3367.0,3367.0
A_ELN_12_14_Hos,268.0,276.0,1309.39,1309.39,3598.0,3688.0
A_ELN_12_15_Hos,300.0,304.0,43.0,2575.78,3964.0,4008.0
A_ELN_12_16_Hos,268.0,272.0,1309.39,43.0,3658.0,3701.0
A_ELN_12_17_Hos,300.0,304.0,1309.39,5108.57,4024.0,4069.0
A_ELN_12_19_Hos,352.0,352.0,3842.17,3842.17,4558.0,4558.0
A_ELN_12_20_Hos,264.0,272.0,3842.17,5108.57,3526.0,3615.0
A_ELN_12_21_Hos,280.0,284.0,43.0,43.0,3677.0,3721.0
A_ELN_12_24_Hos,240.0,240.0,43.0,43.0,3253.0,3253.0
A_ELN_12_25_Hos,288.0,292.0,5108.57,3842.17,3847.0,3892.0
A_ELN_12_26_Hos,264.0,264.0,43.0,43.0,3544.0,3544.0
A_ELN_12_27_Hos,284.0,284.0,43.0,43.0,3755.0,3755.0
